Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;CO;NO2;SO2;NOx;
08-02-2022 07:00:00;0.17;7.25;0.43;11.42;Data er manuelt kontrolleret
08-02-2022 06:30:00;0.17;6.52;0.45;8.22;Data er manuelt kontrolleret
08-02-2022 05:30:00;0.2;3.21;0;4.3;Data er manuelt kontrolleret
08-02-2022 05:00:00;0.2;3.37;0;4.63;Data er manuelt kontrolleret
08-02-2022 04:30:00;0.21;5.6;0;6.92;Data er manuelt kontrolleret
08-02-2022 04:00:00;0.21;3.86;0;4.53;Data er manuelt kontrolleret
08-02-2022 03:30:00;0.2;3.29;0;3.37;Data er manuelt kontrolleret
08-02-2022 03:00:00;0.19;2.98;0;3.54;Data er manuelt kontrolleret
08-02-2022 02:30:00;0.19;1.59;0;2.45;Data er manuelt kontrolleret
08-02-2022 02:00:00;0.19;1.19;0;2.12;Data er manuelt kontrolleret
08-02-2022 01:30:00;0.17;1.36;0;2.43;Data er manuelt kontrolleret
08-02-2022 01:00:00;0.17;1.13;0;2.05;Data er manuelt kontrolleret
08-02-2022 00:30:00;0.19;2.51;0;4.36;Data er manuelt kontrolleret
08-02-2022 00:00:00;0.19;2.95;0;4.23;Data er manuelt kontrolleret
07-02-2022 23:30:00;0.19;2.26;0;3.25;Data er manuelt kontrolleret
07-02-2022 23:00:00;0.21;6.16;0;10.33;Data er manuelt kontrolleret
07-02-2022 22:30:00;0.2;7;0;9.96;Data er manuelt kontrolleret
07-02-2022 22:00:00;0.21;10.6;0;16.14;Data er manuelt kontrolleret
07-02-2022 21:30:00;0.21;5.99;0;9.31;Data er manuelt kontrolleret
07-02-2022 21:00:00;0.21;4.7;0;7.67;Data er manuelt kontrolleret
07-02-2022 20:30:00;0.21;4.05;0;6.79;Data er manuelt kontrolleret
07-02-2022 20:00:00;0.21;4.02;0;8.34;Data er manuelt kontrolleret
07-02-2022 19:30:00;0.22;4.67;0;7.4;Data er manuelt kontrolleret
07-02-2022 19:00:00;0.21;8.61;0;13.44;Data er manuelt kontrolleret
07-02-2022 18:30:00;0.23;8.01;0;13.73;Data er manuelt kontrolleret
07-02-2022 18:00:00;0.23;8.13;0;13.71;Data er manuelt kontrolleret
07-02-2022 17:30:00;0.24;9.6;0;14.94;Data er manuelt kontrolleret
07-02-2022 17:00:00;0.24;11.51;0;18.11;Data er manuelt kontrolleret
07-02-2022 16:30:00;0.24;17.17;0;28.02;Data er manuelt kontrolleret
07-02-2022 16:00:00;0.29;19.03;0;30.33;Data er manuelt kontrolleret
07-02-2022 15:30:00;0.26;16.24;0;28.55;Data er manuelt kontrolleret
07-02-2022 15:00:00;0.26;5.16;0;32.13;Data er manuelt kontrolleret
07-02-2022 14:30:00;0.26;14.57;0;26.12;Data er manuelt kontrolleret
07-02-2022 14:00:00;0.23;14.19;0;28.23;Data er manuelt kontrolleret
07-02-2022 13:30:00;0.22;8.97;0;18.23;Data er manuelt kontrolleret
07-02-2022 13:00:00;0.22;10.27;0;23.45;Data er manuelt kontrolleret
07-02-2022 12:30:00;0.24;13.37;0;26.32;Data er manuelt kontrolleret
07-02-2022 12:00:00;0.21;7.55;0;17.88;Data er manuelt kontrolleret
07-02-2022 11:30:00;0.2;8.49;0;16.26;Data er manuelt kontrolleret
07-02-2022 11:00:00;0.19;8.53;0.05;17.08;Data er manuelt kontrolleret
07-02-2022 10:30:00;0.2;9.81;0;17.42;Data er manuelt kontrolleret
07-02-2022 10:00:00;0.19;10.81;0;21.5;Data er manuelt kontrolleret
07-02-2022 09:30:00;0.19;17.29;0.11;28.78;Data er manuelt kontrolleret
07-02-2022 09:00:00;0.2;12.68;0;23.98;Data er manuelt kontrolleret
07-02-2022 08:30:00;0.22;12.66;0;23.54;Data er manuelt kontrolleret
07-02-2022 08:00:00;0.21;14.5;0.05;26.47;Data er manuelt kontrolleret
07-02-2022 07:30:00;0.22;12.79;0.03;23.77;Data er manuelt kontrolleret
07-02-2022 07:00:00;0.22;11.26;0.11;24.02;Data er manuelt kontrolleret
07-02-2022 06:30:00;0.21;9.01;0.08;21.04;Data er manuelt kontrolleret
07-02-2022 06:00:00;0.19;7.27;0.16;12.13;Data er manuelt kontrolleret
07-02-2022 05:30:00;0.19;5.57;0.16;11.42;Data er manuelt kontrolleret
07-02-2022 04:30:00;0.16;2.98;0.29;4.69;Data er manuelt kontrolleret
07-02-2022 04:00:00;0.15;3.75;0.8;3.73;Data er manuelt kontrolleret
07-02-2022 03:30:00;0.15;2.51;1.04;2.7;Data er manuelt kontrolleret
07-02-2022 02:30:00;0.14;1.93;0.43;1.38;Data er manuelt kontrolleret
07-02-2022 02:00:00;0.14;2.01;0.59;0.8;Data er manuelt kontrolleret
07-02-2022 01:30:00;0.14;2.39;0.64;2.28;Data er manuelt kontrolleret
07-02-2022 01:00:00;0.13;1.74;0.64;1.05;Data er manuelt kontrolleret
07-02-2022 00:30:00;0.14;2.33;0.69;1.68;Data er manuelt kontrolleret
07-02-2022 00:00:00;0.13;2.08;0.59;1.24;Data er manuelt kontrolleret
06-02-2022 23:30:00;0.13;4.28;0.56;4.88;Data er manuelt kontrolleret
06-02-2022 23:00:00;0.14;7.38;0.61;8.47;Data er manuelt kontrolleret
06-02-2022 22:30:00;0.13;6.56;0.59;7.73;Data er manuelt kontrolleret
06-02-2022 22:00:00;0.13;4.04;0.64;5.51;Data er manuelt kontrolleret
06-02-2022 21:30:00;0.15;6.04;0.67;7.67;Data er manuelt kontrolleret
06-02-2022 21:00:00;0.15;7.15;0.61;8.45;Data er manuelt kontrolleret
06-02-2022 20:30:00;0.16;8.24;0.53;9.77;Data er manuelt kontrolleret
06-02-2022 20:00:00;0.16;9.68;0.59;12.34;Data er manuelt kontrolleret
06-02-2022 19:30:00;0.15;10.5;0.61;13.12;Data er manuelt kontrolleret
06-02-2022 19:00:00;0.17;11.72;0.67;14.08;Data er manuelt kontrolleret
06-02-2022 18:30:00;0.17;12.26;0.77;15.11;Data er manuelt kontrolleret
06-02-2022 18:00:00;0.17;12.3;0.61;15.32;Data er manuelt kontrolleret
06-02-2022 17:30:00;0.16;7.38;0.56;9.68;Data er manuelt kontrolleret
06-02-2022 17:00:00;0.16;8.99;0.72;11.99;Data er manuelt kontrolleret
06-02-2022 16:30:00;0.17;7.98;0.67;9.96;Data er manuelt kontrolleret
06-02-2022 16:00:00;0.19;9.2;0.61;12.11;Data er manuelt kontrolleret
06-02-2022 15:30:00;0.2;11.46;0.59;15.19;Data er manuelt kontrolleret
06-02-2022 15:00:00;0.19;9.26;0.43;12.3;Data er manuelt kontrolleret
06-02-2022 14:30:00;0.19;10.31;0.56;14.52;Data er manuelt kontrolleret
06-02-2022 14:00:00;0.17;8.63;0.45;11.65;Data er manuelt kontrolleret
06-02-2022 13:30:00;0.2;17.17;0.67;22.7;Data er manuelt kontrolleret
06-02-2022 13:00:00;0.17;13.04;0.72;16.77;Data er manuelt kontrolleret
06-02-2022 12:30:00;0.21;13.62;0.8;19.05;Data er manuelt kontrolleret
06-02-2022 12:00:00;0.19;12.11;0.72;17.75;Data er manuelt kontrolleret
06-02-2022 11:30:00;0.19;16.26;0.51;22.7;Data er manuelt kontrolleret
06-02-2022 11:00:00;0.17;14.55;0.45;21.11;Data er manuelt kontrolleret
06-02-2022 10:30:00;0.15;5.83;0.48;8.2;Data er manuelt kontrolleret
06-02-2022 10:00:00;0.15;5.68;0.56;6.58;Data er manuelt kontrolleret
06-02-2022 09:30:00;0.16;5.99;0.51;7.06;Data er manuelt kontrolleret
06-02-2022 09:00:00;0.15;8.2;0.35;9.98;Data er manuelt kontrolleret
06-02-2022 08:30:00;0.17;11;0.4;14.59;Data er manuelt kontrolleret
06-02-2022 08:00:00;0.14;3.9;0.32;3.82;Data er manuelt kontrolleret
06-02-2022 07:30:00;0.16;7.76;0.32;8.53;Data er manuelt kontrolleret
06-02-2022 07:00:00;0.16;4.97;0.43;5.14;Data er manuelt kontrolleret
06-02-2022 06:30:00;0.15;4.72;0.21;4.25;Data er manuelt kontrolleret
06-02-2022 06:00:00;0.15;3.35;0.27;2.52;Data er manuelt kontrolleret
06-02-2022 05:30:00;0.15;2.68;0.45;2.18;Data er manuelt kontrolleret
06-02-2022 05:00:00;0.16;3.54;0.45;2.75;Data er manuelt kontrolleret
06-02-2022 04:30:00;0.16;3.58;0.21;2.6;Data er manuelt kontrolleret
06-02-2022 03:30:00;0.19;2.7;0.29;3.39;Data er manuelt kontrolleret
06-02-2022 03:00:00;0.16;1.61;0.29;1.95;Data er manuelt kontrolleret
06-02-2022 02:30:00;0.19;1.49;0.37;1.74;Data er manuelt kontrolleret
06-02-2022 02:00:00;0.2;1.63;0.29;2.01;Data er manuelt kontrolleret
06-02-2022 01:30:00;0.21;2.26;0.16;2.05;Data er manuelt kontrolleret
06-02-2022 01:00:00;0.19;1.95;0.21;3;Data er manuelt kontrolleret
06-02-2022 00:30:00;0.21;2.77;0.27;4.26;Data er manuelt kontrolleret
06-02-2022 00:00:00;0.22;3;0.21;3.81;Data er manuelt kontrolleret
05-02-2022 23:30:00;0.22;3.16;0.13;4.84;Data er manuelt kontrolleret
05-02-2022 23:00:00;0.23;4.02;0.11;4.78;Data er manuelt kontrolleret
05-02-2022 22:30:00;0.23;6.04;0.35;8.89;Data er manuelt kontrolleret
05-02-2022 22:00:00;0.22;7.21;0.35;11.51;Data er manuelt kontrolleret
05-02-2022 21:30:00;0.23;7.52;0.29;11.53;Data er manuelt kontrolleret
05-02-2022 21:00:00;0.23;7.55;0.27;11.55;Data er manuelt kontrolleret
05-02-2022 20:30:00;0.21;6.31;0.35;8.57;Data er manuelt kontrolleret
05-02-2022 20:00:00;0.22;5.95;0.35;8.19;Data er manuelt kontrolleret
05-02-2022 19:30:00;0.22;7.55;0.4;11.09;Data er manuelt kontrolleret
05-02-2022 19:00:00;0.23;7.5;0.48;11.88;Data er manuelt kontrolleret
05-02-2022 18:30:00;0.23;9.73;0.35;14.92;Data er manuelt kontrolleret
05-02-2022 18:00:00;0.23;10.38;0.48;16.06;Data er manuelt kontrolleret
05-02-2022 17:30:00;0.22;10.69;0.43;16.2;Data er manuelt kontrolleret
05-02-2022 17:00:00;0.21;10.37;0.35;15.11;Data er manuelt kontrolleret
05-02-2022 16:30:00;0.2;8.11;0.29;11.59;Data er manuelt kontrolleret
05-02-2022 16:00:00;0.21;5.99;0.48;8.66;Data er manuelt kontrolleret
05-02-2022 15:30:00;0.2;6.67;0.37;11.05;Data er manuelt kontrolleret
05-02-2022 15:00:00;0.17;5.14;0.35;7.82;Data er manuelt kontrolleret
05-02-2022 14:30:00;0.19;6.31;0.16;9.45;Data er manuelt kontrolleret
05-02-2022 14:00:00;0.17;3.98;0.32;6.71;Data er manuelt kontrolleret
05-02-2022 13:30:00;0.17;4.04;0.48;6.69;Data er manuelt kontrolleret
05-02-2022 13:00:00;0.17;4.82;0.4;8.4;Data er manuelt kontrolleret
05-02-2022 12:30:00;0.2;7.17;0.4;11.51;Data er manuelt kontrolleret
05-02-2022 12:00:00;0.2;9.91;0.35;15.17;Data er manuelt kontrolleret
05-02-2022 11:30:00;0.16;4.13;0.4;6.62;Data er manuelt kontrolleret
05-02-2022 11:00:00;0.16;4.34;0.4;6.33;Data er manuelt kontrolleret
05-02-2022 10:30:00;0.17;5.11;0.37;8.26;Data er manuelt kontrolleret
05-02-2022 10:00:00;0.17;5.32;0.37;8.28;Data er manuelt kontrolleret
05-02-2022 09:30:00;0.17;3.88;0.24;6.16;Data er manuelt kontrolleret
05-02-2022 09:00:00;0.19;3.71;0.21;5.95;Data er manuelt kontrolleret
05-02-2022 08:30:00;0.17;4.84;0.37;6.35;Data er manuelt kontrolleret
05-02-2022 08:00:00;0.19;4.92;0.45;5.99;Data er manuelt kontrolleret
05-02-2022 07:30:00;0.16;3.4;0.35;4.05;Data er manuelt kontrolleret
05-02-2022 07:00:00;0.17;2.41;0.29;2.39;Data er manuelt kontrolleret
05-02-2022 06:30:00;0.17;2.87;0.32;4.21;Data er manuelt kontrolleret
05-02-2022 05:30:00;0.07;1.2;0.48;1.61;Data er manuelt kontrolleret
05-02-2022 05:00:00;0.07;1.57;0.72;2.54;Data er manuelt kontrolleret
05-02-2022 04:30:00;0.07;0.36;0.61;1.22;Data er manuelt kontrolleret
05-02-2022 04:00:00;0.06;2.22;0.61;3.39;Data er manuelt kontrolleret
05-02-2022 03:30:00;0.07;2.3;0.56;3.39;Data er manuelt kontrolleret
05-02-2022 03:00:00;0.06;1.76;0.56;3.77;Data er manuelt kontrolleret
05-02-2022 02:30:00;0.07;1.01;0.53;2.56;Data er manuelt kontrolleret
05-02-2022 02:00:00;0.07;1.61;0.35;2.98;Data er manuelt kontrolleret
05-02-2022 01:30:00;0.07;1.09;0.48;2.72;Data er manuelt kontrolleret
05-02-2022 01:00:00;0.08;2.07;0.56;4.57;Data er manuelt kontrolleret
05-02-2022 00:30:00;0.08;2.91;0.53;4.78;Data er manuelt kontrolleret
05-02-2022 00:00:00;0.12;5.34;0.48;8.87;Data er manuelt kontrolleret
04-02-2022 23:30:00;0.09;5.85;0.53;9.7;Data er manuelt kontrolleret
04-02-2022 23:00:00;0.09;6.43;0.64;10.92;Data er manuelt kontrolleret
04-02-2022 22:30:00;0.09;4.99;0.32;8.19;Data er manuelt kontrolleret
04-02-2022 22:00:00;0.1;6.23;0.16;10.44;Data er manuelt kontrolleret
04-02-2022 21:30:00;0.1;6.43;0.32;10.75;Data er manuelt kontrolleret
04-02-2022 21:00:00;0.1;7.86;0.45;13.08;Data er manuelt kontrolleret
04-02-2022 20:30:00;0.12;6.87;0.56;10.12;Data er manuelt kontrolleret
04-02-2022 20:00:00;0.14;8.87;0.56;12.83;Data er manuelt kontrolleret
04-02-2022 19:30:00;0.15;14.54;0.9;21.76;Data er manuelt kontrolleret
04-02-2022 19:00:00;0.14;15.66;0.67;25;Data er manuelt kontrolleret
04-02-2022 18:30:00;0.15;12.74;0.61;19.3;Data er manuelt kontrolleret
04-02-2022 18:00:00;0.17;17.04;0.59;23.91;Data er manuelt kontrolleret
04-02-2022 17:30:00;0.17;26.76;0.64;38.15;Data er manuelt kontrolleret
04-02-2022 17:00:00;0.15;16.06;0.56;22.61;Data er manuelt kontrolleret
04-02-2022 16:30:00;0.16;18.76;0.56;27.77;Data er manuelt kontrolleret
04-02-2022 16:00:00;0.17;20.92;0.48;30.87;Data er manuelt kontrolleret
04-02-2022 15:30:00;0.2;21.63;0.45;34.48;Data er manuelt kontrolleret
04-02-2022 15:00:00;0.16;17.52;0.4;27.39;Data er manuelt kontrolleret
04-02-2022 14:30:00;0.17;14.08;0.35;22.62;Data er manuelt kontrolleret
04-02-2022 14:00:00;0.16;8.89;0;14.94;Data er manuelt kontrolleret
04-02-2022 13:30:00;0.16;12.07;0;18.32;Data er manuelt kontrolleret
04-02-2022 13:00:00;0.14;10.29;0.21;14.76;Data er manuelt kontrolleret
04-02-2022 12:30:00;0.16;9.41;0.24;14.94;Data er manuelt kontrolleret
04-02-2022 12:00:00;0.19;10.14;0.21;17.25;Data er manuelt kontrolleret
04-02-2022 11:30:00;0.16;10.06;0.05;14.17;Data er manuelt kontrolleret
04-02-2022 11:00:00;0.19;20.04;0.21;32.03;Data er manuelt kontrolleret
04-02-2022 10:30:00;0.17;15.84;0.24;26.07;Data er manuelt kontrolleret
04-02-2022 10:00:00;0.17;10.79;0.05;15.01;Data er manuelt kontrolleret
04-02-2022 09:30:00;0.19;21.08;0.37;32.51;Data er manuelt kontrolleret
04-02-2022 09:00:00;0.17;10.84;0.19;16.62;Data er manuelt kontrolleret
04-02-2022 08:30:00;0.17;12.05;0.24;18.4;Data er manuelt kontrolleret
04-02-2022 08:00:00;0.22;18.38;0.56;34.41;Data er manuelt kontrolleret
04-02-2022 07:30:00;0.26;21.06;0.37;35.13;Data er manuelt kontrolleret
04-02-2022 07:00:00;0.22;17.69;0.21;30.68;Data er manuelt kontrolleret
04-02-2022 06:30:00;0.21;15.78;0.32;25.32;Data er manuelt kontrolleret
04-02-2022 06:00:00;0.19;15.49;0.35;25.05;Data er manuelt kontrolleret
04-02-2022 05:30:00;0.17;8.22;0.27;13.75;Data er manuelt kontrolleret
04-02-2022 04:30:00;0.15;6.31;0.27;7.75;Data er manuelt kontrolleret
04-02-2022 04:00:00;0.21;5.3;0.43;4.78;Data er manuelt kontrolleret
04-02-2022 03:30:00;0.21;4.49;0.21;4.48;Data er manuelt kontrolleret
04-02-2022 03:00:00;0.22;3.81;0.05;5.18;Data er manuelt kontrolleret
04-02-2022 02:30:00;0.2;3.92;0.13;3.02;Data er manuelt kontrolleret
04-02-2022 02:00:00;0.2;4.05;0.35;3.44;Data er manuelt kontrolleret
04-02-2022 01:30:00;0.2;4.57;0.27;3.79;Data er manuelt kontrolleret
04-02-2022 01:00:00;0.2;4.04;0.32;2.7;Data er manuelt kontrolleret
04-02-2022 00:30:00;0.21;5.43;0.24;6.35;Data er manuelt kontrolleret
04-02-2022 00:00:00;0.2;4.63;0.37;4.25;Data er manuelt kontrolleret
03-02-2022 23:30:00;0.22;5.6;0.16;6.71;Data er manuelt kontrolleret
03-02-2022 23:00:00;0.29;11.63;0.21;16.08;Data er manuelt kontrolleret
03-02-2022 22:30:00;0.23;10.08;0.27;14.17;Data er manuelt kontrolleret
03-02-2022 22:00:00;0.23;12.99;0.32;20.25;Data er manuelt kontrolleret
03-02-2022 21:30:00;0.23;9.81;0.35;11.99;Data er manuelt kontrolleret
03-02-2022 21:00:00;0.24;10.04;0.27;13.1;Data er manuelt kontrolleret
03-02-2022 20:30:00;0.24;10.69;0.21;14.17;Data er manuelt kontrolleret
03-02-2022 20:00:00;0.23;9.56;0.35;12.28;Data er manuelt kontrolleret
03-02-2022 19:30:00;0.23;10.12;0.16;12.95;Data er manuelt kontrolleret
03-02-2022 19:00:00;0.23;12.07;0.21;16.54;Data er manuelt kontrolleret
03-02-2022 18:30:00;0.24;12.55;0.35;15.91;Data er manuelt kontrolleret
03-02-2022 18:00:00;0.23;11.99;0.45;16.64;Data er manuelt kontrolleret
03-02-2022 17:30:00;0.24;14.59;0.56;21.9;Data er manuelt kontrolleret
03-02-2022 17:00:00;0.24;14.23;0.4;19.03;Data er manuelt kontrolleret
03-02-2022 16:30:00;0.24;14.55;0.37;21.15;Data er manuelt kontrolleret
03-02-2022 16:00:00;0.24;13.06;0.43;20.02;Data er manuelt kontrolleret
03-02-2022 15:30:00;0.24;13.2;0.45;20.29;Data er manuelt kontrolleret
03-02-2022 15:00:00;0.24;11.74;0.37;18.07;Data er manuelt kontrolleret
03-02-2022 14:30:00;0.23;11.78;0.35;16.73;Data er manuelt kontrolleret
03-02-2022 14:00:00;0.24;11.55;0.48;16.94;Data er manuelt kontrolleret
03-02-2022 13:30:00;0.22;10.29;0.4;15.8;Data er manuelt kontrolleret
03-02-2022 13:00:00;0.22;15.11;0.51;24.38;Data er manuelt kontrolleret
03-02-2022 12:30:00;0.22;15.28;0.56;23.91;Data er manuelt kontrolleret
03-02-2022 12:00:00;0.29;22.11;0.82;39.95;Data er manuelt kontrolleret
03-02-2022 11:30:00;0.38;45.35;1.22;92.62;Data er manuelt kontrolleret
03-02-2022 11:00:00;0.37;34.46;2.02;125.65;Data er manuelt kontrolleret
03-02-2022 10:30:00;0.36;44.66;1.49;105.13;Data er manuelt kontrolleret
03-02-2022 10:00:00;0.3;28.74;1.17;71.97;Data er manuelt kontrolleret
03-02-2022 09:30:00;0.31;54.87;2.34;171.7;Data er manuelt kontrolleret
03-02-2022 09:00:00;0.28;26.78;1.68;100.69;Data er manuelt kontrolleret
03-02-2022 08:30:00;0.29;39.93;0.96;72.75;Data er manuelt kontrolleret
03-02-2022 08:00:00;0.34;40.41;1.28;89.91;Data er manuelt kontrolleret
03-02-2022 07:30:00;0.37;34.16;1.25;85.64;Data er manuelt kontrolleret
03-02-2022 07:00:00;0.35;43.18;1.25;90.56;Data er manuelt kontrolleret
03-02-2022 06:30:00;0.37;42.19;1.62;114.9;Data er manuelt kontrolleret
03-02-2022 06:00:00;0.3;55.86;1.3;108.96;Data er manuelt kontrolleret
03-02-2022 05:30:00;0.26;34.46;0.8;55.98;Data er manuelt kontrolleret
03-02-2022 05:00:00;0.19;18.47;0.61;26.05;Data er manuelt kontrolleret
03-02-2022 04:30:00;0.19;21.61;0.32;26.51;Data er manuelt kontrolleret
03-02-2022 03:30:00;0.19;7.48;0.03;7.54;Data er manuelt kontrolleret
03-02-2022 03:00:00;0.17;3.56;0.05;3.6;Data er manuelt kontrolleret
03-02-2022 02:30:00;0.16;2.3;0.03;1.82;Data er manuelt kontrolleret
03-02-2022 02:00:00;0.16;2.1;0;1.66;Data er manuelt kontrolleret
03-02-2022 01:30:00;0.17;3.16;0.03;2.91;Data er manuelt kontrolleret
03-02-2022 01:00:00;0.17;3.31;0.11;3.19;Data er manuelt kontrolleret
03-02-2022 00:30:00;0.17;3.42;0.19;4;Data er manuelt kontrolleret
03-02-2022 00:00:00;0.17;2.72;0.16;3.12;Data er manuelt kontrolleret
02-02-2022 23:30:00;0.17;2.26;0.16;2.43;Data er manuelt kontrolleret
02-02-2022 23:00:00;0.19;5.51;0.11;8.76;Data er manuelt kontrolleret
02-02-2022 22:30:00;0.19;5.14;0.08;6.85;Data er manuelt kontrolleret
02-02-2022 22:00:00;0.2;7.02;0.16;10.5;Data er manuelt kontrolleret
02-02-2022 21:30:00;0.21;6.66;0.08;9.45;Data er manuelt kontrolleret
02-02-2022 21:00:00;0.19;9.45;0.11;15.09;Data er manuelt kontrolleret
02-02-2022 20:30:00;0.21;12.57;0;17.38;Data er manuelt kontrolleret
02-02-2022 20:00:00;0.19;9.18;0.27;11.59;Data er manuelt kontrolleret
02-02-2022 19:30:00;0.21;11.99;0.32;16.26;Data er manuelt kontrolleret
02-02-2022 19:00:00;0.21;11.9;0.27;16.1;Data er manuelt kontrolleret
02-02-2022 18:30:00;0.2;12.57;0.19;17.77;Data er manuelt kontrolleret
02-02-2022 18:00:00;0.21;14.44;0.19;21.04;Data er manuelt kontrolleret
02-02-2022 17:30:00;0.22;16.37;0.35;25.15;Data er manuelt kontrolleret
02-02-2022 17:00:00;0.24;21.67;0.21;33.79;Data er manuelt kontrolleret
02-02-2022 16:30:00;0.24;25.76;0.37;42.92;Data er manuelt kontrolleret
02-02-2022 16:00:00;0.21;26.03;0.4;43.89;Data er manuelt kontrolleret
02-02-2022 15:30:00;0.2;18.78;0.4;30.94;Data er manuelt kontrolleret
02-02-2022 15:00:00;0.2;17.29;0.32;26.85;Data er manuelt kontrolleret
02-02-2022 14:30:00;0.17;13.6;0.4;21.02;Data er manuelt kontrolleret
02-02-2022 14:00:00;0.17;16.94;0.43;28.17;Data er manuelt kontrolleret
02-02-2022 13:30:00;0.16;12.05;0.32;17.92;Data er manuelt kontrolleret
02-02-2022 13:00:00;0.17;16.91;0.64;26.74;Data er manuelt kontrolleret
02-02-2022 12:30:00;0.21;11.34;0.48;21.02;Data er manuelt kontrolleret
02-02-2022 12:00:00;0.22;17.04;0.45;33.93;Data er manuelt kontrolleret
02-02-2022 11:30:00;0.19;12.53;0.43;21.94;Data er manuelt kontrolleret
02-02-2022 11:00:00;0.2;22.62;0.53;41.86;Data er manuelt kontrolleret
02-02-2022 10:30:00;0.21;30.94;0.37;53.82;Data er manuelt kontrolleret
02-02-2022 10:00:00;0.23;25.47;0.35;43.28;Data er manuelt kontrolleret
02-02-2022 09:30:00;0.21;25.84;0.59;43.07;Data er manuelt kontrolleret
02-02-2022 09:00:00;0.2;17.63;0.16;27.92;Data er manuelt kontrolleret
02-02-2022 08:30:00;0.2;26.74;0.29;42.74;Data er manuelt kontrolleret
02-02-2022 08:00:00;0.22;23.91;0.32;39.28;Data er manuelt kontrolleret
02-02-2022 07:30:00;0.26;28.96;0.43;50.36;Data er manuelt kontrolleret
02-02-2022 07:00:00;0.26;20.46;0.37;42.67;Data er manuelt kontrolleret
02-02-2022 06:30:00;0.22;16.49;0.16;27.27;Data er manuelt kontrolleret
02-02-2022 05:30:00;0.24;19.28;0.35;29.95;Data er manuelt kontrolleret
02-02-2022 05:00:00;0.23;10.48;0.27;14.69;Data er manuelt kontrolleret
02-02-2022 04:30:00;0.24;6.73;0.27;7.48;Data er manuelt kontrolleret
02-02-2022 04:00:00;0.24;4.04;0.24;3;Data er manuelt kontrolleret
02-02-2022 03:30:00;0.23;2.2;0.37;1.34;Data er manuelt kontrolleret
02-02-2022 03:00:00;0.23;1.78;0.48;1.17;Data er manuelt kontrolleret
02-02-2022 02:30:00;0.22;2.14;0.48;1.86;Data er manuelt kontrolleret
02-02-2022 02:00:00;0.22;1.55;0.4;0.77;Data er manuelt kontrolleret
02-02-2022 01:30:00;0.23;2.37;0.48;2.56;Data er manuelt kontrolleret
02-02-2022 01:00:00;0.23;3.94;0.53;4.15;Data er manuelt kontrolleret
02-02-2022 00:30:00;0.23;2.49;0.53;3.17;Data er manuelt kontrolleret
02-02-2022 00:00:00;0.22;1.95;0.56;2.31;Data er manuelt kontrolleret
01-02-2022 23:30:00;0.23;3.86;0.59;4.63;Data er manuelt kontrolleret
01-02-2022 23:00:00;0.23;4.65;0.72;7.25;Data er manuelt kontrolleret
01-02-2022 22:30:00;0.24;5.55;0.51;7;Data er manuelt kontrolleret
01-02-2022 22:00:00;0.26;6.71;0.45;8.91;Data er manuelt kontrolleret
01-02-2022 21:30:00;0.27;8.84;0.43;10.86;Data er manuelt kontrolleret
01-02-2022 21:00:00;0.29;15.11;0.45;21.32;Data er manuelt kontrolleret
01-02-2022 20:30:00;0.29;13.67;0.43;18.25;Data er manuelt kontrolleret
01-02-2022 20:00:00;0.29;12.16;0.51;17.14;Data er manuelt kontrolleret
01-02-2022 19:30:00;0.27;11.11;0.51;13.92;Data er manuelt kontrolleret
01-02-2022 19:00:00;0.28;13.5;0.51;18.95;Data er manuelt kontrolleret
01-02-2022 18:30:00;0.29;14.71;0.48;20.6;Data er manuelt kontrolleret
01-02-2022 18:00:00;0.28;11.59;0.4;15.93;Data er manuelt kontrolleret
01-02-2022 17:30:00;0.27;12.76;0.53;18.25;Data er manuelt kontrolleret
01-02-2022 17:00:00;0.26;10.37;0.61;14.36;Data er manuelt kontrolleret
01-02-2022 16:30:00;0.28;12.26;0.82;20.29;Data er manuelt kontrolleret
01-02-2022 16:00:00;0.28;7.88;0.72;13.1;Data er manuelt kontrolleret
01-02-2022 15:30:00;0.29;10.37;0.67;17.16;Data er manuelt kontrolleret
01-02-2022 15:00:00;0.28;9.03;0.8;16.03;Data er manuelt kontrolleret
01-02-2022 14:30:00;0.27;10.02;1.09;18.34;Data er manuelt kontrolleret
01-02-2022 14:00:00;0.27;10.16;1.01;16.87;Data er manuelt kontrolleret
01-02-2022 13:30:00;0.23;6.73;1.12;9.73;Data er manuelt kontrolleret
01-02-2022 13:00:00;0.23;10.67;1.14;15.78;Data er manuelt kontrolleret
01-02-2022 12:30:00;0.26;10.46;0.96;15.51;Data er manuelt kontrolleret
01-02-2022 12:00:00;0.33;37.71;1.33;72.98;Data er manuelt kontrolleret
01-02-2022 11:30:00;0.3;36.53;1.33;77.84;Data er manuelt kontrolleret
01-02-2022 11:00:00;0.28;36.39;1.2;73.86;Data er manuelt kontrolleret
