Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;O3;NOx;PM_2.5_Lvs
07-01-2021 20:30:00;4,95;43,23;5,66;;Data er manuelt kontrolleret
07-01-2021 20:00:00;5,16;43,11;5,53;;Data er manuelt kontrolleret
07-01-2021 19:30:00;6,16;42,39;6,88;;Data er manuelt kontrolleret
07-01-2021 19:00:00;9,33;39,3;11,13;;Data er manuelt kontrolleret
07-01-2021 18:30:00;11,67;36,66;12,64;;Data er manuelt kontrolleret
07-01-2021 18:00:00;9,08;38,7;10,31;;Data er manuelt kontrolleret
07-01-2021 17:30:00;9,51;37,92;10,21;;Data er manuelt kontrolleret
07-01-2021 17:00:00;11,28;35,78;12,87;;Data er manuelt kontrolleret
07-01-2021 16:30:00;16,56;31,53;19,09;;Data er manuelt kontrolleret
07-01-2021 16:00:00;17,65;31,03;19,72;;Data er manuelt kontrolleret
07-01-2021 15:30:00;15,22;33,45;17,31;;Data er manuelt kontrolleret
07-01-2021 15:00:00;17,27;30,45;20,5;;Data er manuelt kontrolleret
07-01-2021 14:30:00;17,56;30,33;20,96;;Data er manuelt kontrolleret
07-01-2021 14:00:00;15,22;31,45;18,15;;Data er manuelt kontrolleret
07-01-2021 13:30:00;12,95;34,09;15,11;;Data er manuelt kontrolleret
07-01-2021 13:00:00;9,22;37,52;11,21;;Data er manuelt kontrolleret
07-01-2021 12:30:00;8,22;38,56;10,04;;Data er manuelt kontrolleret
07-01-2021 12:00:00;11,21;36,18;14,08;;Data er manuelt kontrolleret
07-01-2021 11:30:00;11,8;35,14;14,44;;Data er manuelt kontrolleret
07-01-2021 11:00:00;12,03;34,27;14,38;;Data er manuelt kontrolleret
07-01-2021 10:30:00;10,88;34,65;13,22;;Data er manuelt kontrolleret
07-01-2021 10:00:00;10,16;34,84;12,09;;Data er manuelt kontrolleret
07-01-2021 09:30:00;12,72;31,25;14,55;;Data er manuelt kontrolleret
07-01-2021 09:00:00;12,76;31,15;14,52;;Data er manuelt kontrolleret
07-01-2021 08:30:00;13,43;31,05;15,26;;Data er manuelt kontrolleret
07-01-2021 08:00:00;9,64;34,96;10,9;;Data er manuelt kontrolleret
07-01-2021 07:30:00;8,61;35,38;10,44;;Data er manuelt kontrolleret
07-01-2021 07:00:00;7,61;36,64;9,56;;Data er manuelt kontrolleret
07-01-2021 06:30:00;7,21;37,58;8,38;;Data er manuelt kontrolleret
07-01-2021 06:00:00;7,32;36,94;9,43;;Data er manuelt kontrolleret
07-01-2021 05:30:00;4,86;39,51;5,49;;Data er manuelt kontrolleret
07-01-2021 04:30:00;5,51;39,16;6,01;;Data er manuelt kontrolleret
07-01-2021 04:00:00;4,72;40,03;5,39;;Data er manuelt kontrolleret
07-01-2021 03:30:00;5,72;39,79;6,35;;Data er manuelt kontrolleret
07-01-2021 03:00:00;3,98;41,67;4,13;;Data er manuelt kontrolleret
07-01-2021 02:30:00;4,74;41,29;5,55;;Data er manuelt kontrolleret
07-01-2021 02:00:00;3,52;;3,79;;Data er manuelt kontrolleret
07-01-2021 01:30:00;3,58;42,35;4,13;;Data er manuelt kontrolleret
07-01-2021 01:00:00;4,28;41,27;4,63;;Data er manuelt kontrolleret
07-01-2021 00:30:00;5,32;40,07;5,91;;Data er manuelt kontrolleret
07-01-2021 00:00:00;4,86;40,09;5,45;5,81;Data er manuelt kontrolleret
06-01-2021 23:30:00;4,53;39,83;4,53;;Data er manuelt kontrolleret
06-01-2021 23:00:00;3,86;39,97;3,96;;Data er manuelt kontrolleret
06-01-2021 22:30:00;3,19;41,27;3,52;;Data er manuelt kontrolleret
06-01-2021 22:00:00;3,94;40,45;4,44;;Data er manuelt kontrolleret
06-01-2021 21:30:00;4,92;39,12;5,85;;Data er manuelt kontrolleret
06-01-2021 21:00:00;6,77;37,4;10,23;;Data er manuelt kontrolleret
06-01-2021 20:30:00;4,38;40,05;5,13;;Data er manuelt kontrolleret
06-01-2021 20:00:00;4,32;39,85;5,05;;Data er manuelt kontrolleret
06-01-2021 19:30:00;3,94;40,23;4,61;;Data er manuelt kontrolleret
06-01-2021 19:00:00;5,18;40,09;5,78;;Data er manuelt kontrolleret
06-01-2021 18:30:00;5,79;39,81;6,5;;Data er manuelt kontrolleret
06-01-2021 18:00:00;5,34;40,45;6,27;;Data er manuelt kontrolleret
06-01-2021 17:30:00;5,93;38,58;7,06;;Data er manuelt kontrolleret
06-01-2021 17:00:00;6,45;37;7,54;;Data er manuelt kontrolleret
06-01-2021 16:30:00;7,94;34,75;9,45;;Data er manuelt kontrolleret
06-01-2021 16:00:00;8,47;34,57;10,73;;Data er manuelt kontrolleret
06-01-2021 15:30:00;9,52;34,23;12,72;;Data er manuelt kontrolleret
06-01-2021 15:00:00;8,61;35,98;10,9;;Data er manuelt kontrolleret
06-01-2021 14:30:00;8,24;37;10,82;;Data er manuelt kontrolleret
06-01-2021 14:00:00;6,83;39,22;9,24;;Data er manuelt kontrolleret
06-01-2021 13:30:00;7,92;39,44;11,17;;Data er manuelt kontrolleret
06-01-2021 13:00:00;5,64;40,71;7,36;;Data er manuelt kontrolleret
06-01-2021 12:30:00;5,58;41,41;6,77;;Data er manuelt kontrolleret
06-01-2021 12:00:00;5,85;40,83;7,86;;Data er manuelt kontrolleret
06-01-2021 11:30:00;6,56;40,07;8,22;;Data er manuelt kontrolleret
06-01-2021 11:00:00;7,84;38,76;9,91;;Data er manuelt kontrolleret
06-01-2021 10:30:00;8,22;38,7;10,9;;Data er manuelt kontrolleret
06-01-2021 10:00:00;8,76;38,5;10,69;;Data er manuelt kontrolleret
06-01-2021 09:30:00;8,97;36,4;11,8;;Data er manuelt kontrolleret
06-01-2021 09:00:00;7,67;36,72;9,14;;Data er manuelt kontrolleret
06-01-2021 08:30:00;8,64;35,5;10,54;;Data er manuelt kontrolleret
06-01-2021 08:00:00;10,52;33,71;13,22;;Data er manuelt kontrolleret
06-01-2021 07:30:00;12,2;32,85;14,92;;Data er manuelt kontrolleret
06-01-2021 07:00:00;9,47;34,71;11,53;;Data er manuelt kontrolleret
06-01-2021 06:30:00;4,88;38;6,02;;Data er manuelt kontrolleret
06-01-2021 06:00:00;4,19;37,78;4,95;;Data er manuelt kontrolleret
06-01-2021 05:30:00;3,17;38,8;4,02;;Data er manuelt kontrolleret
06-01-2021 05:00:00;2,93;38,3;3,33;;Data er manuelt kontrolleret
06-01-2021 04:30:00;2,66;38,86;3,12;;Data er manuelt kontrolleret
06-01-2021 03:30:00;2,51;38,04;2,62;;Data er manuelt kontrolleret
06-01-2021 03:00:00;2,14;37,7;2,16;;Data er manuelt kontrolleret
06-01-2021 02:30:00;2,39;37,04;2,7;;Data er manuelt kontrolleret
06-01-2021 02:00:00;2,35;35,34;2,31;;Data er manuelt kontrolleret
06-01-2021 01:30:00;2,45;33,99;2,83;;Data er manuelt kontrolleret
06-01-2021 01:00:00;3,39;;3,44;;Data er manuelt kontrolleret
06-01-2021 00:30:00;2,6;33,41;2,64;;Data er manuelt kontrolleret
06-01-2021 00:00:00;3,02;31,77;3,52;3,37;Data er manuelt kontrolleret
05-01-2021 23:30:00;3,48;31,87;3,73;;Data er manuelt kontrolleret
05-01-2021 23:00:00;3,77;30,45;3,9;;Data er manuelt kontrolleret
05-01-2021 22:30:00;3,81;29,5;4,07;;Data er manuelt kontrolleret
05-01-2021 22:00:00;3,58;27,48;4,17;;Data er manuelt kontrolleret
05-01-2021 21:30:00;4,42;25,15;5,14;;Data er manuelt kontrolleret
05-01-2021 21:00:00;4,53;24,61;5,36;;Data er manuelt kontrolleret
05-01-2021 20:30:00;5,45;22,89;6,46;;Data er manuelt kontrolleret
05-01-2021 20:00:00;6,46;20,2;7,44;;Data er manuelt kontrolleret
05-01-2021 19:30:00;5,34;21,79;5,79;;Data er manuelt kontrolleret
05-01-2021 19:00:00;6,16;20,89;7,4;;Data er manuelt kontrolleret
05-01-2021 18:30:00;6,14;20,91;7,48;;Data er manuelt kontrolleret
05-01-2021 18:00:00;6,92;20,38;8,4;;Data er manuelt kontrolleret
05-01-2021 17:30:00;6,88;19,98;7,94;;Data er manuelt kontrolleret
05-01-2021 17:00:00;8,97;18,24;10,88;;Data er manuelt kontrolleret
05-01-2021 16:30:00;9,93;17,26;11,93;;Data er manuelt kontrolleret
05-01-2021 16:00:00;11;17,18;13,39;;Data er manuelt kontrolleret
05-01-2021 15:30:00;11,07;16,8;14,25;;Data er manuelt kontrolleret
05-01-2021 15:00:00;10,21;16,78;14,88;;Data er manuelt kontrolleret
05-01-2021 14:30:00;9,24;18,18;12,95;;Data er manuelt kontrolleret
05-01-2021 14:00:00;10,14;17,22;13,85;;Data er manuelt kontrolleret
05-01-2021 13:30:00;7,4;20,46;10,17;;Data er manuelt kontrolleret
05-01-2021 13:00:00;5,55;22,41;7,65;;Data er manuelt kontrolleret
05-01-2021 12:30:00;6,71;20,4;9,39;;Data er manuelt kontrolleret
05-01-2021 12:00:00;7,46;18,7;10,6;;Data er manuelt kontrolleret
05-01-2021 11:30:00;6,41;19,96;9,29;;Data er manuelt kontrolleret
05-01-2021 11:00:00;5,66;20,32;7,78;;Data er manuelt kontrolleret
05-01-2021 10:30:00;6,52;19,12;8,61;;Data er manuelt kontrolleret
05-01-2021 10:00:00;7,71;17,54;10,02;;Data er manuelt kontrolleret
05-01-2021 09:30:00;13,06;12,79;19,53;;Data er manuelt kontrolleret
05-01-2021 09:00:00;12,87;13,61;20,87;;Data er manuelt kontrolleret
05-01-2021 08:30:00;12,43;13,75;21,25;;Data er manuelt kontrolleret
05-01-2021 08:00:00;12,53;13,17;21,11;;Data er manuelt kontrolleret
05-01-2021 07:30:00;10,58;14,89;15,53;;Data er manuelt kontrolleret
05-01-2021 07:00:00;14,23;10,94;25,44;;Data er manuelt kontrolleret
05-01-2021 06:30:00;16,22;8,06;31,73;;Data er manuelt kontrolleret
05-01-2021 05:30:00;18,05;5,39;37,96;;Data er manuelt kontrolleret
05-01-2021 05:00:00;17,16;6,96;34,04;;Data er manuelt kontrolleret
05-01-2021 04:30:00;10,23;14,53;15,34;;Data er manuelt kontrolleret
05-01-2021 04:00:00;4,67;20,84;4,9;;Data er manuelt kontrolleret
05-01-2021 03:30:00;4,82;22,67;5,51;;Data er manuelt kontrolleret
05-01-2021 03:00:00;4,92;;5,34;;Data er manuelt kontrolleret
05-01-2021 02:30:00;4,42;25,7;4,93;;Data er manuelt kontrolleret
05-01-2021 02:00:00;3,08;27,26;3,73;;Data er manuelt kontrolleret
05-01-2021 01:30:00;5,51;25,58;6,22;;Data er manuelt kontrolleret
05-01-2021 01:00:00;5,03;26,32;5,58;;Data er manuelt kontrolleret
05-01-2021 00:30:00;2,54;29,56;3,19;;Data er manuelt kontrolleret
05-01-2021 00:00:00;5,7;28,06;7,23;4,47;Data er manuelt kontrolleret
04-01-2021 23:30:00;5,51;28,42;7;;Data er manuelt kontrolleret
04-01-2021 23:00:00;4,9;29;5,58;;Data er manuelt kontrolleret
04-01-2021 22:30:00;5,13;29,16;6,16;;Data er manuelt kontrolleret
04-01-2021 22:00:00;4,19;30,53;5,05;;Data er manuelt kontrolleret
04-01-2021 21:30:00;6,54;29,36;7,96;;Data er manuelt kontrolleret
04-01-2021 21:00:00;4,26;32,63;4,9;;Data er manuelt kontrolleret
04-01-2021 20:30:00;6,18;31,31;7,34;;Data er manuelt kontrolleret
04-01-2021 20:00:00;7,15;32,35;8,63;;Data er manuelt kontrolleret
04-01-2021 19:30:00;8,15;31,35;11,63;;Data er manuelt kontrolleret
04-01-2021 19:00:00;5,6;34,88;6,23;;Data er manuelt kontrolleret
04-01-2021 18:30:00;6,31;34,96;7,69;;Data er manuelt kontrolleret
04-01-2021 18:00:00;6,33;36,22;7,63;;Data er manuelt kontrolleret
04-01-2021 17:30:00;9,05;33,49;10,54;;Data er manuelt kontrolleret
04-01-2021 17:00:00;11,63;31,83;13,52;;Data er manuelt kontrolleret
04-01-2021 16:30:00;11,93;32,89;14,1;;Data er manuelt kontrolleret
04-01-2021 16:00:00;15,3;29,94;19,93;;Data er manuelt kontrolleret
04-01-2021 15:30:00;14,9;31,95;18,61;;Data er manuelt kontrolleret
04-01-2021 15:00:00;10,96;37,88;12,74;;Data er manuelt kontrolleret
04-01-2021 14:30:00;10,48;41,47;12,87;;Data er manuelt kontrolleret
04-01-2021 14:00:00;5,41;46,98;6,79;;Data er manuelt kontrolleret
04-01-2021 13:30:00;16,56;34,71;22,72;;Data er manuelt kontrolleret
04-01-2021 13:00:00;19,74;32,37;28,9;;Data er manuelt kontrolleret
04-01-2021 12:30:00;10,75;43,71;13,31;;Data er manuelt kontrolleret
04-01-2021 12:00:00;22,74;32,21;33,24;;Data er manuelt kontrolleret
04-01-2021 11:30:00;19,89;34,79;26,47;;Data er manuelt kontrolleret
04-01-2021 11:00:00;8,36;50,37;10,82;;Data er manuelt kontrolleret
04-01-2021 10:30:00;14,78;42,07;18,67;;Data er manuelt kontrolleret
04-01-2021 10:00:00;15,99;40,03;20,71;;Data er manuelt kontrolleret
04-01-2021 09:30:00;25,3;27,62;35,63;;Data er manuelt kontrolleret
04-01-2021 09:00:00;11,97;39,04;15,22;;Data er manuelt kontrolleret
04-01-2021 08:30:00;17,14;31,37;21,96;;Data er manuelt kontrolleret
04-01-2021 08:00:00;5,37;43,17;7,17;;Data er manuelt kontrolleret
04-01-2021 07:30:00;7,4;40,41;8,93;;Data er manuelt kontrolleret
04-01-2021 07:00:00;11,11;40,21;16,64;;Data er manuelt kontrolleret
04-01-2021 06:30:00;5,18;50,33;6,33;;Data er manuelt kontrolleret
04-01-2021 06:00:00;12,05;45,46;16,16;;Data er manuelt kontrolleret
04-01-2021 05:30:00;33,95;21,01;48,92;;Data er manuelt kontrolleret
04-01-2021 04:30:00;18,99;40,41;22,19;;Data er manuelt kontrolleret
04-01-2021 04:00:00;14,96;37,78;18,78;;Data er manuelt kontrolleret
04-01-2021 03:30:00;7,42;44,66;9,6;;Data er manuelt kontrolleret
04-01-2021 03:00:00;1,57;49,39;1,64;;Data er manuelt kontrolleret
04-01-2021 02:30:00;2,64;49,31;4,25;;Data er manuelt kontrolleret
04-01-2021 02:00:00;1,66;;2,2;;Data er manuelt kontrolleret
04-01-2021 01:30:00;1,7;47,04;1,42;;Data er manuelt kontrolleret
04-01-2021 01:00:00;2,1;45,52;2,39;;Data er manuelt kontrolleret
04-01-2021 00:30:00;2,51;45,68;2,66;;Data er manuelt kontrolleret
04-01-2021 00:00:00;3,44;45,44;3,71;3,16;Data er manuelt kontrolleret
03-01-2021 23:30:00;2,39;46,82;2,3;;Data er manuelt kontrolleret
03-01-2021 23:00:00;3,37;46,36;3,79;;Data er manuelt kontrolleret
03-01-2021 22:30:00;3,6;42,63;4,02;;Data er manuelt kontrolleret
03-01-2021 22:00:00;6,14;38,9;6,48;;Data er manuelt kontrolleret
03-01-2021 21:30:00;19,39;27,76;24,25;;Data er manuelt kontrolleret
03-01-2021 21:00:00;24,12;25,56;39,17;;Data er manuelt kontrolleret
03-01-2021 20:30:00;8,41;41,29;10,96;;Data er manuelt kontrolleret
03-01-2021 20:00:00;9,81;40,51;12,11;;Data er manuelt kontrolleret
03-01-2021 19:30:00;13,92;36,06;17,67;;Data er manuelt kontrolleret
03-01-2021 19:00:00;5,85;44,12;7,19;;Data er manuelt kontrolleret
03-01-2021 18:30:00;14,99;34,94;21,96;;Data er manuelt kontrolleret
03-01-2021 18:00:00;6,35;43,63;7,54;;Data er manuelt kontrolleret
03-01-2021 17:30:00;17,16;32,31;22,76;;Data er manuelt kontrolleret
03-01-2021 17:00:00;14,71;34,79;19,95;;Data er manuelt kontrolleret
03-01-2021 16:30:00;14,29;36,24;17,48;;Data er manuelt kontrolleret
03-01-2021 16:00:00;11,74;37,88;16,37;;Data er manuelt kontrolleret
03-01-2021 15:30:00;11,02;37,38;12,79;;Data er manuelt kontrolleret
03-01-2021 15:00:00;10,17;40,29;11,59;;Data er manuelt kontrolleret
03-01-2021 14:30:00;15,89;35,52;20,27;;Data er manuelt kontrolleret
03-01-2021 14:00:00;13;40,17;17,12;;Data er manuelt kontrolleret
03-01-2021 13:30:00;13;40,45;18,34;;Data er manuelt kontrolleret
03-01-2021 13:00:00;16,81;34,39;23,89;;Data er manuelt kontrolleret
03-01-2021 12:30:00;10,65;42,07;14,02;;Data er manuelt kontrolleret
03-01-2021 12:00:00;22,91;28,92;36,09;;Data er manuelt kontrolleret
03-01-2021 11:30:00;6,41;45,26;8,15;;Data er manuelt kontrolleret
03-01-2021 11:00:00;4,84;45,88;6,22;;Data er manuelt kontrolleret
03-01-2021 10:30:00;8,93;41,91;11,23;;Data er manuelt kontrolleret
03-01-2021 10:00:00;30,58;22,81;45,25;;Data er manuelt kontrolleret
03-01-2021 09:30:00;17,04;38,52;21,9;;Data er manuelt kontrolleret
03-01-2021 09:00:00;13,2;38,98;15,45;;Data er manuelt kontrolleret
03-01-2021 08:30:00;21,84;20,64;30,35;;Data er manuelt kontrolleret
03-01-2021 08:00:00;4,13;36,72;4,61;;Data er manuelt kontrolleret
03-01-2021 07:30:00;8,53;34,19;14,82;;Data er manuelt kontrolleret
03-01-2021 07:00:00;5,53;38;5,87;;Data er manuelt kontrolleret
03-01-2021 06:30:00;11,23;35,2;14,29;;Data er manuelt kontrolleret
03-01-2021 06:00:00;11,97;35,74;13,2;;Data er manuelt kontrolleret
03-01-2021 05:30:00;11,42;38,36;14,55;;Data er manuelt kontrolleret
03-01-2021 05:00:00;8,4;38,62;9,58;;Data er manuelt kontrolleret
03-01-2021 04:30:00;5,55;35,04;5,49;;Data er manuelt kontrolleret
03-01-2021 03:30:00;5,34;32,67;5,72;;Data er manuelt kontrolleret
03-01-2021 03:00:00;5,11;35,02;5,16;;Data er manuelt kontrolleret
03-01-2021 02:30:00;7,17;36,52;7,63;;Data er manuelt kontrolleret
03-01-2021 02:00:00;9,1;35,16;10,48;;Data er manuelt kontrolleret
03-01-2021 01:30:00;6,14;40,07;6,08;;Data er manuelt kontrolleret
03-01-2021 01:00:00;5,78;;6,27;;Data er manuelt kontrolleret
03-01-2021 00:30:00;9,35;37,5;9,94;;Data er manuelt kontrolleret
03-01-2021 00:00:00;13,39;29,12;14,73;4,48;Data er manuelt kontrolleret
02-01-2021 23:30:00;7,69;33,91;8,63;;Data er manuelt kontrolleret
02-01-2021 23:00:00;7,23;37,7;7,63;;Data er manuelt kontrolleret
02-01-2021 22:30:00;10,14;32,83;11,07;;Data er manuelt kontrolleret
02-01-2021 22:00:00;17,12;27,88;18,78;;Data er manuelt kontrolleret
02-01-2021 21:30:00;15,63;28,54;16,49;;Data er manuelt kontrolleret
02-01-2021 21:00:00;14,52;28,3;15,82;;Data er manuelt kontrolleret
02-01-2021 20:30:00;15,53;25,86;17,06;;Data er manuelt kontrolleret
02-01-2021 20:00:00;17,61;22,57;19,18;;Data er manuelt kontrolleret
02-01-2021 19:30:00;27,87;13,23;31,48;;Data er manuelt kontrolleret
02-01-2021 19:00:00;18,76;21,89;20,66;;Data er manuelt kontrolleret
02-01-2021 18:30:00;17,63;23,53;19,6;;Data er manuelt kontrolleret
02-01-2021 18:00:00;17,92;25,13;19,79;;Data er manuelt kontrolleret
02-01-2021 17:30:00;24,81;21,59;27,35;;Data er manuelt kontrolleret
02-01-2021 17:00:00;28,88;19,36;33,39;;Data er manuelt kontrolleret
02-01-2021 16:30:00;28,82;19,36;30,43;;Data er manuelt kontrolleret
02-01-2021 16:00:00;18,97;26,52;20,18;;Data er manuelt kontrolleret
02-01-2021 15:30:00;15,11;30,75;17;;Data er manuelt kontrolleret
02-01-2021 15:00:00;17,58;28,62;22,36;;Data er manuelt kontrolleret
02-01-2021 14:30:00;12,49;33,51;14,97;;Data er manuelt kontrolleret
02-01-2021 14:00:00;14,73;31,49;18,61;;Data er manuelt kontrolleret
02-01-2021 13:30:00;18,91;26,18;25,67;;Data er manuelt kontrolleret
02-01-2021 13:00:00;19,51;25,17;27,6;;Data er manuelt kontrolleret
02-01-2021 12:30:00;29,59;17,12;49,11;;Data er manuelt kontrolleret
02-01-2021 12:00:00;26,49;18,36;39,68;;Data er manuelt kontrolleret
02-01-2021 11:30:00;20,04;23,99;27,04;;Data er manuelt kontrolleret
02-01-2021 11:00:00;19,81;22,99;27,37;;Data er manuelt kontrolleret
02-01-2021 10:30:00;28,94;9,76;50,11;;Data er manuelt kontrolleret
02-01-2021 10:00:00;27,83;2,12;67,93;;Data er manuelt kontrolleret
02-01-2021 09:30:00;28,44;8,04;42,15;;Data er manuelt kontrolleret
02-01-2021 09:00:00;27,16;5,29;43,95;;Data er manuelt kontrolleret
02-01-2021 08:30:00;20,69;12,05;24,25;;Data er manuelt kontrolleret
02-01-2021 08:00:00;18,26;13,97;20,18;;Data er manuelt kontrolleret
02-01-2021 07:30:00;13,9;21,29;14,86;;Data er manuelt kontrolleret
02-01-2021 07:00:00;9,28;30,06;9,6;;Data er manuelt kontrolleret
02-01-2021 06:30:00;7,31;32,59;8,28;;Data er manuelt kontrolleret
02-01-2021 05:30:00;4,95;38,78;4,55;;Data er manuelt kontrolleret
02-01-2021 05:00:00;7,92;32,99;7,82;;Data er manuelt kontrolleret
02-01-2021 04:30:00;7,94;31,73;7,65;;Data er manuelt kontrolleret
02-01-2021 04:00:00;5,3;35,78;5,11;;Data er manuelt kontrolleret
02-01-2021 03:30:00;4,46;37,52;4,19;;Data er manuelt kontrolleret
02-01-2021 03:00:00;3,9;;4;;Data er manuelt kontrolleret
02-01-2021 02:30:00;3,86;37,16;3,6;;Data er manuelt kontrolleret
02-01-2021 02:00:00;3,81;39,12;3,79;;Data er manuelt kontrolleret
02-01-2021 01:30:00;5,66;39,49;6,22;;Data er manuelt kontrolleret
02-01-2021 01:00:00;4,17;39,06;4,19;;Data er manuelt kontrolleret
02-01-2021 00:30:00;4,19;42,65;3,9;;Data er manuelt kontrolleret
02-01-2021 00:00:00;7,54;40,09;7,17;9,98;Data er manuelt kontrolleret
01-01-2021 23:30:00;7,9;39,81;7,94;;Data er manuelt kontrolleret
01-01-2021 23:00:00;6,35;42,73;6,16;;Data er manuelt kontrolleret
01-01-2021 22:30:00;7,06;43,31;7,1;;Data er manuelt kontrolleret
01-01-2021 22:00:00;7,96;42,07;7,82;;Data er manuelt kontrolleret
01-01-2021 21:30:00;6,66;45,88;6,71;;Data er manuelt kontrolleret
01-01-2021 21:00:00;7,48;46,06;8,19;;Data er manuelt kontrolleret
01-01-2021 20:30:00;5,78;48,54;5,79;;Data er manuelt kontrolleret
01-01-2021 20:00:00;7,42;46,52;8,63;;Data er manuelt kontrolleret
01-01-2021 19:30:00;7,42;45,8;7,88;;Data er manuelt kontrolleret
01-01-2021 19:00:00;5,53;46,34;5,68;;Data er manuelt kontrolleret
01-01-2021 18:30:00;15,05;32,37;16,01;;Data er manuelt kontrolleret
01-01-2021 18:00:00;17,69;28,1;18,21;;Data er manuelt kontrolleret
01-01-2021 17:30:00;19,22;24,23;20,08;;Data er manuelt kontrolleret
01-01-2021 17:00:00;13,87;27,6;15,19;;Data er manuelt kontrolleret
01-01-2021 16:30:00;11,9;25,37;12,72;;Data er manuelt kontrolleret
01-01-2021 16:00:00;12,45;25,29;13,79;;Data er manuelt kontrolleret
01-01-2021 15:30:00;10,25;35,08;10,63;;Data er manuelt kontrolleret
01-01-2021 15:00:00;13,44;32,25;14,13;;Data er manuelt kontrolleret
01-01-2021 14:30:00;13,98;31,23;15,22;;Data er manuelt kontrolleret
01-01-2021 14:00:00;14,29;23,13;16,2;;Data er manuelt kontrolleret
01-01-2021 13:30:00;13,29;24,85;14,82;;Data er manuelt kontrolleret
01-01-2021 13:00:00;18,32;25,84;21,23;;Data er manuelt kontrolleret
01-01-2021 12:30:00;15,38;28,06;19,11;;Data er manuelt kontrolleret
01-01-2021 12:00:00;14,94;25,66;18;;Data er manuelt kontrolleret
01-01-2021 11:30:00;14,42;23,05;17,33;;Data er manuelt kontrolleret
01-01-2021 11:00:00;10,44;22,31;13,2;;Data er manuelt kontrolleret
01-01-2021 10:30:00;11,09;19,4;13,62;;Data er manuelt kontrolleret
01-01-2021 10:00:00;9,94;20,22;11,48;;Data er manuelt kontrolleret
01-01-2021 09:30:00;10,73;19,24;12,34;;Data er manuelt kontrolleret
01-01-2021 09:00:00;10,27;19,16;11,04;;Data er manuelt kontrolleret
01-01-2021 08:30:00;14,04;16,28;15,45;;Data er manuelt kontrolleret
01-01-2021 08:00:00;8,74;21,57;8,89;;Data er manuelt kontrolleret
01-01-2021 07:30:00;7,82;20,06;8,15;;Data er manuelt kontrolleret
01-01-2021 07:00:00;5,68;20,66;5,66;;Data er manuelt kontrolleret
01-01-2021 06:30:00;5,57;22,35;5,39;;Data er manuelt kontrolleret
01-01-2021 06:00:00;5,34;21,01;5,3;;Data er manuelt kontrolleret
01-01-2021 05:30:00;5,07;22,85;5,2;;Data er manuelt kontrolleret
01-01-2021 04:30:00;5,22;22,09;5,36;;Data er manuelt kontrolleret
01-01-2021 04:00:00;6,14;19,84;6,52;;Data er manuelt kontrolleret
01-01-2021 03:30:00;7,13;17,7;8,24;;Data er manuelt kontrolleret
01-01-2021 03:00:00;8,2;15,23;9,73;;Data er manuelt kontrolleret
01-01-2021 02:30:00;8,72;13,47;9,7;;Data er manuelt kontrolleret
01-01-2021 01:30:00;8,57;12,97;10,16;;Data er manuelt kontrolleret
01-01-2021 01:00:00;12,34;8,46;15,26;;Data er manuelt kontrolleret
01-01-2021 00:30:00;14,44;5,65;19,93;;Data er manuelt kontrolleret
01-01-2021 00:00:00;12,49;8,38;23,2;22,23;Data er manuelt kontrolleret
31-12-2020 23:30:00;9,43;10,89;7,74;;Data er manuelt kontrolleret
31-12-2020 23:00:00;9,48;11,31;7,39;;Data er manuelt kontrolleret
31-12-2020 22:30:00;8,9;12,49;6,54;;Data er manuelt kontrolleret
31-12-2020 22:00:00;8,88;11,33;7,09;;Data er manuelt kontrolleret
31-12-2020 21:30:00;10,91;11,13;8,95;;Data er manuelt kontrolleret
31-12-2020 21:00:00;10,09;11,23;7,44;;Data er manuelt kontrolleret
31-12-2020 20:30:00;11,36;10,36;8,97;;Data er manuelt kontrolleret
31-12-2020 20:00:00;11,22;12,45;9,02;;Data er manuelt kontrolleret
31-12-2020 19:30:00;11,77;13,88;9,22;;Data er manuelt kontrolleret
31-12-2020 19:00:00;16,95;9,07;17,52;;Data er manuelt kontrolleret
31-12-2020 18:30:00;13,46;14,37;11,51;;Data er manuelt kontrolleret
31-12-2020 18:00:00;15,03;13,68;14,01;;Data er manuelt kontrolleret
31-12-2020 17:30:00;18,13;11,03;18,81;;Data er manuelt kontrolleret
31-12-2020 17:00:00;18,32;10,47;18,36;;Data er manuelt kontrolleret
31-12-2020 16:30:00;16,88;13,92;18,59;;Data er manuelt kontrolleret
31-12-2020 16:00:00;12,22;20,67;10,95;;Data er manuelt kontrolleret
31-12-2020 15:30:00;12,4;19,52;12,26;;Data er manuelt kontrolleret
31-12-2020 15:00:00;12,52;21,24;13,63;;Data er manuelt kontrolleret
31-12-2020 14:30:00;9,03;24,83;8,44;;Data er manuelt kontrolleret
31-12-2020 14:00:00;8,46;24,35;7,67;;Data er manuelt kontrolleret
31-12-2020 13:30:00;7,43;24,59;5,82;;Data er manuelt kontrolleret
